image,layer,mean,sd,roughness_Ra,roughness_Ra1
Resized_21_0072.tif,ilm - isos,12.97350,6.36811,5.14291,0.39642
Resized_21_0075.tif,ilm - isos,13.04573,6.28901,5.07985,0.38939
Resized_21_0076.tif,ilm - isos,11.12179,5.05606,4.05891,0.36495
Resized_21_0077.tif,ilm - isos,12.02265,7.17252,5.06942,0.42166
Resized_21_0078.tif,ilm - isos,14.55256,8.88254,6.80429,0.46757
Resized_21_0079.tif,ilm - isos,12.97436,7.20711,5.22646,0.40283
Resized_21_0080.tif,ilm - isos,11.65299,6.62010,4.77782,0.41001
Resized_21_0083.tif,ilm - isos,13.13526,7.74753,5.86354,0.44640
Resized_21_0084.tif,ilm - isos,11.73932,5.60310,4.48121,0.38173
Resized_21_0086.tif,ilm - isos,11.14145,5.72103,4.42350,0.39703
Resized_21_0089.tif,ilm - isos,11.93504,6.20984,4.79136,0.40145
Resized_21_0090.tif,ilm - isos,11.54316,5.41422,4.34261,0.37621
Resized_21_0091.tif,ilm - isos,11.38996,4.95742,4.05168,0.35572
Resized_21_0092.tif,ilm - isos,11.32543,5.24088,4.08751,0.36091
Resized_21_0093.tif,ilm - isos,11.38333,5.28456,4.28432,0.37637
Resized_21_0095.tif,ilm - isos,12.45833,6.37879,4.93994,0.39652
Resized_21_0096.tif,ilm - isos,11.32115,5.72076,4.38585,0.38740
Resized_21_0097.tif,ilm - isos,12.07286,5.92332,4.82554,0.39970
Resized_21_0098.tif,ilm - isos,12.47137,6.03456,4.76163,0.38181
Resized_21_0101.tif,ilm - isos,11.69658,5.43085,4.19766,0.35888
Resized_21_0103.tif,ilm - isos,12.38654,6.58811,5.31561,0.42914
Resized_21_0105.tif,ilm - isos,12.57500,6.28774,4.87571,0.38773
Resized_21_0106.tif,ilm - isos,13.72393,6.10325,4.91744,0.35831
Resized_21_0107.tif,ilm - isos,38.74252,60.08664,43.32698,1.11833
Resized_21_0108.tif,ilm - isos,14.05534,6.81572,5.22873,0.37201
Resized_21_0109.tif,ilm - isos,12.21944,5.79989,4.60052,0.37649
Resized_21_0111.tif,ilm - isos,12.49466,6.27901,4.98324,0.39883
Resized_21_0112.tif,ilm - isos,11.88462,5.04300,4.16188,0.35019
Resized_21_0113.tif,ilm - isos,85.32244,135.18452,107.17147,1.25608
Resized_21_0115.tif,ilm - isos,12.03568,5.93177,4.74224,0.39402
Resized_21_0116.tif,ilm - isos,12.80427,5.85843,4.69922,0.36700
Resized_21_0117.tif,ilm - isos,13.02500,6.89003,5.32459,0.40880
Resized_21_0118.tif,ilm - isos,12.39487,6.88727,5.35974,0.43242
Resized_21_0119.tif,ilm - isos,13.26987,7.01393,5.65782,0.42637
Resized_21_0121.tif,ilm - isos,12.31645,5.67154,4.69320,0.38105
Resized_21_0122.tif,ilm - isos,13.27863,6.24811,4.99678,0.37630
Resized_21_0123.tif,ilm - isos,14.42137,8.74950,6.11993,0.42437
Resized_21_0124.tif,ilm - isos,13.40021,7.71045,5.75392,0.42939
Resized_21_0125.tif,ilm - isos,11.39017,4.93591,4.15533,0.36482
Resized_21_0126.tif,ilm - isos,13.27179,7.29787,5.30750,0.39991
Resized_21_0127.tif,ilm - isos,13.07991,6.67811,5.12735,0.39200
Resized_21_0129.tif,ilm - isos,12.23269,6.03678,4.70554,0.38467
Resized_21_0130.tif,ilm - isos,13.08910,6.98436,5.13947,0.39265
Resized_21_0131.tif,ilm - isos,13.67073,6.92131,5.64849,0.41318
Resized_21_0132.tif,ilm - isos,13.78932,8.10300,5.83239,0.42296
Resized_21_0133.tif,ilm - isos,13.78996,6.87750,5.33569,0.38693
Resized_21_0134.tif,ilm - isos,13.94359,7.16995,5.80477,0.41630
Resized_21_0135.tif,ilm - isos,13.27030,6.07404,4.93851,0.37215
Resized_21_0136.tif,ilm - isos,11.85043,5.53624,4.55066,0.38401
Resized_21_0137.tif,ilm - isos,12.23056,5.04750,4.18368,0.34207
Resized_21_0138.tif,ilm - isos,13.39444,6.99201,5.15737,0.38504
Resized_21_0140.tif,ilm - isos,26.26111,29.53608,21.35533,0.81319
Resized_21_0141.tif,ilm - isos,11.99081,5.41559,4.43207,0.36962
Resized_21_0143.tif,ilm - isos,13.24038,6.38955,5.06614,0.38263
Resized_21_0144.tif,ilm - isos,12.56581,5.65163,4.23659,0.33715
Resized_21_0145.tif,ilm - isos,12.85983,6.53967,4.95533,0.38533
Resized_21_0146.tif,ilm - isos,12.01603,6.29559,4.67484,0.38905
Resized_21_0148.tif,ilm - isos,13.94487,8.52390,6.19036,0.44392
Resized_21_0152.tif,ilm - isos,13.39722,6.51443,5.06362,0.37796
Resized_21_0153.tif,ilm - isos,12.11047,6.21493,4.88631,0.40348
Resized_21_0154.tif,ilm - isos,12.53953,5.96987,4.63665,0.36976
Resized_21_0155.tif,ilm - isos,11.18440,5.47004,4.47740,0.40033
Resized_21_0157.tif,ilm - isos,11.54722,5.29961,4.16138,0.36038
Resized_21_0159.tif,ilm - isos,11.20342,4.82416,3.93024,0.35081
Resized_21_0160.tif,ilm - isos,11.39744,4.40168,3.66695,0.32173
Resized_21_0162.tif,ilm - isos,11.72991,5.16189,4.20888,0.35882
Resized_21_0163.tif,ilm - isos,12.54573,5.70947,4.54158,0.36200
Resized_21_0164.tif,ilm - isos,11.78397,5.13191,3.95282,0.33544
Resized_21_0165.tif,ilm - isos,10.89637,4.22150,3.56445,0.32712
Resized_21_0166.tif,ilm - isos,11.61496,5.34523,4.35507,0.37495
Resized_21_0168.tif,ilm - isos,11.64017,5.08467,4.12122,0.35405
Resized_21_0170.tif,ilm - isos,10.86987,4.45662,3.67144,0.33776
Resized_21_0171.tif,ilm - isos,11.12457,4.87761,3.81073,0.34255
Resized_21_0172.tif,ilm - isos,12.30855,6.41742,4.97338,0.40406
Resized_21_0173.tif,ilm - isos,11.63761,5.50046,4.37299,0.37576
Resized_21_0175.tif,ilm - isos,12.16090,5.36271,4.37518,0.35977
Resized_21_0176.tif,ilm - isos,11.39530,5.35739,4.23584,0.37172
Resized_21_0178.tif,ilm - isos,12.25064,5.47740,4.31892,0.35255
Resized_21_0179.tif,ilm - isos,11.99979,5.55070,4.51474,0.37624
Resized_21_0180.tif,ilm - isos,13.30769,6.99954,5.26325,0.39550
Resized_21_0181.tif,ilm - isos,12.31624,6.54408,5.08582,0.41294
Resized_21_0184.tif,ilm - isos,10.71603,4.75458,3.81783,0.35627
Resized_21_0189.tif,ilm - isos,12.36923,5.23861,4.32602,0.34974
Resized_21_0190.tif,ilm - isos,11.36944,4.78395,4.03097,0.35454
Resized_21_0191.tif,ilm - isos,11.53675,4.48149,3.73740,0.32396
Resized_21_0192.tif,ilm - isos,11.72094,4.94729,4.10909,0.35058
Resized_21_0193.tif,ilm - isos,12.02949,5.16068,4.18417,0.34783
Resized_21_0194.tif,ilm - isos,11.77393,4.78508,3.68240,0.31276
Resized_21_0195.tif,ilm - isos,11.79316,5.35449,4.29448,0.36415
Resized_21_0197.tif,ilm - isos,16.51538,16.48163,9.42929,0.57094
Resized_21_0198.tif,ilm - isos,13.14722,5.87160,4.81740,0.36642
Resized_21_0199.tif,ilm - isos,13.00769,5.39521,4.40412,0.33858
Resized_21_0200.tif,ilm - isos,12.46282,6.62150,4.80531,0.38557
Resized_21_0202.tif,ilm - isos,14.38803,7.40654,5.68147,0.39487
Resized_21_0203.tif,ilm - isos,13.28120,7.12097,5.29445,0.39864
Resized_21_0206.tif,ilm - isos,12.51560,6.11535,4.94031,0.39473
Resized_21_0207.tif,ilm - isos,12.62842,6.62049,4.94890,0.39189
Resized_21_0209.tif,ilm - isos,11.93761,5.72837,4.87448,0.40833
Resized_21_0210.tif,ilm - isos,12.01795,6.32037,5.11471,0.42559
Resized_21_0214.tif,ilm - isos,12.47115,6.81179,5.18021,0.41538
Resized_21_0215.tif,ilm - isos,14.54209,7.78793,6.32122,0.43468
Resized_21_0216.tif,ilm - isos,15.45107,10.69007,7.37434,0.47727
Resized_21_0217.tif,ilm - isos,12.91132,6.40328,4.99131,0.38658
Resized_21_0219.tif,ilm - isos,11.69765,4.90271,4.01193,0.34297
Resized_21_0221.tif,ilm - isos,12.17692,5.15541,4.30433,0.35348
Resized_21_0222.tif,ilm - isos,13.28483,6.42319,5.03639,0.37911
Resized_21_0223.tif,ilm - isos,12.21410,5.31752,4.16688,0.34115
Resized_21_0226.tif,ilm - isos,12.14038,5.21331,4.08893,0.33680
Resized_21_0227.tif,ilm - isos,18.79124,21.72550,12.54052,0.66736
Resized_21_0228.tif,ilm - isos,11.73013,6.13000,4.70695,0.40127
Resized_21_0229.tif,ilm - isos,12.37650,5.24820,4.22871,0.34167
Resized_21_0230.tif,ilm - isos,10.93932,5.10816,4.16126,0.38039
Resized_21_0231.tif,ilm - isos,12.44444,5.63409,4.67265,0.37548
Resized_21_0232.tif,ilm - isos,11.93953,5.50719,4.44789,0.37253
Resized_21_0233.tif,ilm - isos,13.98782,6.83260,5.55684,0.39726
Resized_21_0234.tif,ilm - isos,13.69829,6.81076,5.40659,0.39469
Resized_21_0239.tif,ilm - isos,11.94509,5.54349,4.45034,0.37257
Resized_21_0241.tif,ilm - isos,15.30043,8.51218,6.60450,0.43165
Resized_21_0242.tif,ilm - isos,13.38846,6.12975,4.97405,0.37152
Resized_21_0243.tif,ilm - isos,13.18376,5.77497,4.40874,0.33441
Resized_21_0244.tif,ilm - isos,13.41346,6.06200,4.79392,0.35740
Resized_21_0245.tif,ilm - isos,13.01752,5.80878,4.62559,0.35534
Resized_21_0246.tif,ilm - isos,12.47778,5.55856,4.36432,0.34977
Resized_21_0248.tif,ilm - isos,12.58462,5.33011,4.25780,0.33833
Resized_21_0249.tif,ilm - isos,13.18333,6.56688,5.15521,0.39104
Resized_21_0250.tif,ilm - isos,11.35791,5.05861,4.01035,0.35309
Resized_21_0251.tif,ilm - isos,13.05620,6.67232,5.17079,0.39604
Resized_21_0254.tif,ilm - isos,13.77436,8.01708,5.42863,0.39411
Resized_21_0255.tif,ilm - isos,11.94786,5.13188,4.17919,0.34979
Resized_21_0259.tif,ilm - isos,12.19316,5.46585,4.43219,0.36350
Resized_21_0260.tif,ilm - isos,12.08504,5.58431,4.55046,0.37654
Resized_21_0261.tif,ilm - isos,10.56026,4.63304,3.73723,0.35390
Resized_21_0262.tif,ilm - isos,12.62115,6.22282,4.98242,0.39477
Resized_21_0265.tif,ilm - isos,11.88910,4.87846,3.88972,0.32717
Resized_21_0266.tif,ilm - isos,12.30641,5.42710,4.42268,0.35938
Resized_21_0267.tif,ilm - isos,12.37628,5.89646,4.71180,0.38071
Resized_21_0268.tif,ilm - isos,20.32970,22.62476,15.47089,0.76100
Resized_21_0270.tif,ilm - isos,13.15171,6.26733,4.83509,0.36764
Resized_21_0271.tif,ilm - isos,11.45128,4.87994,4.01329,0.35047
Resized_21_0273.tif,ilm - isos,13.30449,6.91126,5.13844,0.38622
Resized_21_0277.tif,ilm - isos,12.14915,5.43614,4.36814,0.35954
Resized_21_0278.tif,ilm - isos,12.07436,5.74257,4.45858,0.36926
Resized_21_0279.tif,ilm - isos,11.11068,4.82572,3.72387,0.33516
Resized_21_0280.tif,ilm - isos,11.60726,4.98110,3.92365,0.33803
Resized_21_0281.tif,ilm - isos,11.58120,4.81993,4.08130,0.35241
Resized_21_0283.tif,ilm - isos,13.99850,8.97929,6.16021,0.44006
Resized_21_0284.tif,ilm - isos,11.70705,5.56243,4.39802,0.37567
Resized_21_0286.tif,ilm - isos,27.74872,36.12662,26.69487,0.96202
Resized_21_0288.tif,ilm - isos,11.22137,5.09631,3.94069,0.35118
Resized_21_0290.tif,ilm - isos,23.91987,32.14124,20.93015,0.87501
Resized_21_0291.tif,ilm - isos,11.86453,5.64354,4.37519,0.36876
Resized_21_0292.tif,ilm - isos,11.24530,5.45542,4.19176,0.37276
Resized_21_0294.tif,ilm - isos,12.02778,5.52026,4.24909,0.35327
Resized_21_0295.tif,ilm - isos,12.30085,6.01346,4.48377,0.36451
Resized_21_0296.tif,ilm - isos,13.22286,7.35836,5.66255,0.42824
Resized_21_0297.tif,ilm - isos,12.16795,6.14344,4.87539,0.40067
Resized_21_0298.tif,ilm - isos,12.52222,6.48700,5.00272,0.39951
Resized_21_0300.tif,ilm - isos,11.19509,4.42039,3.66607,0.32747
Resized_21_0301.tif,ilm - isos,12.86303,6.57271,5.06555,0.39381
Resized_21_0303.tif,ilm - isos,12.23419,6.24459,4.81438,0.39352
Resized_21_0304.tif,ilm - isos,11.82756,6.65075,4.81953,0.40748
Resized_21_0305.tif,ilm - isos,12.62949,6.77889,5.15052,0.40782
Resized_21_0306.tif,ilm - isos,12.40278,6.11645,4.76615,0.38428
Resized_21_0307.tif,ilm - isos,30.26880,40.25916,28.99356,0.95787
Resized_21_0308.tif,ilm - isos,11.64466,5.10518,3.99644,0.34320
Resized_21_0309.tif,ilm - isos,12.08568,5.15054,4.16040,0.34424
Resized_21_0310.tif,ilm - isos,11.59615,4.62070,3.68749,0.31799
Resized_21_0314.tif,ilm - isos,11.21239,4.76251,3.76109,0.33544
Resized_26_0000.tif,ilm - isos,13.85443,6.63558,5.16573,0.37286
Resized_26_0001.tif,ilm - isos,14.33729,7.16280,5.62962,0.39266
Resized_26_0004.tif,ilm - isos,14.42643,6.91103,5.42283,0.37590
Resized_26_0006.tif,ilm - isos,15.53314,7.65651,5.76182,0.37094
Resized_26_0007.tif,ilm - isos,15.28300,7.47245,6.10856,0.39970
Resized_26_0008.tif,ilm - isos,14.05700,7.18236,5.44221,0.38715
Resized_26_0009.tif,ilm - isos,14.20643,7.91443,5.92819,0.41729
Resized_26_0010.tif,ilm - isos,14.12186,6.90104,5.48750,0.38858
Resized_26_0011.tif,ilm - isos,14.28214,6.67255,5.35489,0.37494
Resized_26_0012.tif,ilm - isos,16.83443,7.72113,5.71067,0.33923
Resized_26_0013.tif,ilm - isos,16.32200,9.98579,6.62517,0.40590
Resized_26_0014.tif,ilm - isos,13.45214,6.34130,5.03814,0.37452
Resized_26_0015.tif,ilm - isos,14.65943,7.65716,5.88598,0.40151
Resized_26_0016.tif,ilm - isos,15.43714,7.83293,5.97600,0.38712
Resized_26_0017.tif,ilm - isos,15.64157,6.94186,5.60128,0.35810
Resized_26_0018.tif,ilm - isos,14.89543,7.09833,5.75405,0.38630
Resized_26_0019.tif,ilm - isos,14.83543,6.38423,5.17654,0.34893
Resized_26_0020.tif,ilm - isos,13.30586,6.06268,4.89304,0.36774
Resized_26_0021.tif,ilm - isos,12.74057,6.04315,5.00172,0.39258
Resized_26_0022.tif,ilm - isos,15.20800,6.99641,5.48099,0.36040
Resized_26_0023.tif,ilm - isos,14.59186,7.06722,5.50197,0.37706
Resized_26_0024.tif,ilm - isos,13.47971,5.71941,4.64084,0.34428
Resized_26_0026.tif,ilm - isos,14.88757,7.39372,5.77501,0.38791
Resized_26_0027.tif,ilm - isos,14.15600,7.20823,5.64341,0.39866
Resized_26_0028.tif,ilm - isos,14.45500,7.08943,5.63160,0.38959
Resized_26_0029.tif,ilm - isos,27.24000,17.18163,13.74858,0.50472
Resized_26_0030.tif,ilm - isos,14.34371,6.96507,5.48973,0.38273
Resized_26_0032.tif,ilm - isos,12.81014,5.98489,4.71787,0.36829
Resized_26_0033.tif,ilm - isos,13.34043,5.86235,4.64186,0.34795
Resized_26_0036.tif,ilm - isos,12.19429,5.81016,4.50217,0.36920
Resized_26_0037.tif,ilm - isos,82.91329,95.29314,85.89078,1.03591
Resized_26_0038.tif,ilm - isos,11.84557,5.14096,4.13247,0.34886
Resized_26_0042.tif,ilm - isos,13.18314,6.58597,5.06544,0.38424
Resized_26_0043.tif,ilm - isos,12.96671,6.20670,4.94662,0.38149
Resized_26_0045.tif,ilm - isos,13.43771,7.28680,5.68258,0.42288
Resized_26_0047.tif,ilm - isos,13.56357,6.67753,5.37743,0.39646
Resized_26_0048.tif,ilm - isos,14.24057,7.66355,6.20809,0.43594
Resized_26_0049.tif,ilm - isos,12.77757,6.24811,4.78672,0.37462
Resized_26_0050.tif,ilm - isos,13.32214,6.09538,4.94506,0.37119
Resized_26_0051.tif,ilm - isos,14.14114,8.20470,6.33753,0.44816
Resized_26_0052.tif,ilm - isos,11.80486,6.27579,4.81231,0.40766
Resized_26_0054.tif,ilm - isos,15.10643,8.72197,6.66267,0.44105
Resized_26_0055.tif,ilm - isos,12.76329,6.86296,5.30720,0.41582
Resized_26_0057.tif,ilm - isos,13.26014,7.79098,6.06904,0.45769
Resized_26_0062.tif,ilm - isos,12.88971,6.79141,5.19893,0.40334
Resized_26_0063.tif,ilm - isos,12.48314,6.61606,5.15703,0.41312
Resized_26_0064.tif,ilm - isos,13.26571,7.66907,5.77217,0.43512
Resized_26_0067.tif,ilm - isos,11.70786,6.29362,4.58673,0.39177
Resized_26_0068.tif,ilm - isos,11.25543,5.59564,4.40569,0.39143
Resized_26_0073.tif,ilm - isos,10.55771,4.48949,3.66712,0.34734
Resized_26_0074.tif,ilm - isos,11.36229,4.89529,3.92002,0.34500
Resized_26_0075.tif,ilm - isos,10.75229,5.19909,4.24789,0.39507
Resized_26_0076.tif,ilm - isos,11.36329,6.45066,4.86284,0.42794
Resized_26_0077.tif,ilm - isos,256.95743,12.17468,10.35414,0.04030
Resized_26_0078.tif,ilm - isos,256.72386,13.44545,11.77576,0.04587
Resized_26_0079.tif,ilm - isos,12.49000,8.51810,6.33607,0.50729
Resized_26_0081.tif,ilm - isos,11.09914,7.06740,5.00518,0.45095
Resized_26_0082.tif,ilm - isos,263.66471,11.61833,9.39048,0.03562
Resized_26_0083.tif,ilm - isos,9.89357,5.42970,3.94838,0.39909
Resized_26_0084.tif,ilm - isos,10.88500,5.70447,4.48987,0.41248
Resized_26_0085.tif,ilm - isos,9.30529,4.83924,3.61348,0.38833
Resized_26_0086.tif,ilm - isos,10.84629,6.15654,4.49140,0.41410
Resized_26_0088.tif,ilm - isos,13.70286,9.19693,6.70835,0.48956
Resized_26_0089.tif,ilm - isos,12.58100,8.34488,6.26473,0.49795
Resized_26_0090.tif,ilm - isos,11.43829,6.89810,4.90800,0.42909
Resized_26_0092.tif,ilm - isos,10.94243,5.95173,4.58344,0.41887
Resized_26_0093.tif,ilm - isos,11.06029,5.80638,4.63220,0.41881
Resized_26_0094.tif,ilm - isos,266.25343,22.92183,20.14801,0.07567
Resized_26_0095.tif,ilm - isos,10.73029,6.64322,4.68875,0.43696
Resized_26_0096.tif,ilm - isos,265.78300,24.75588,21.71118,0.08169
Resized_26_0097.tif,ilm - isos,12.19343,7.39821,5.60599,0.45976
Resized_26_0098.tif,ilm - isos,12.25043,7.00140,5.25397,0.42888
Resized_26_0099.tif,ilm - isos,10.52557,6.14739,4.61661,0.43861
Resized_26_0100.tif,ilm - isos,11.59686,7.09958,5.40555,0.46612
Resized_26_0101.tif,ilm - isos,11.78857,8.67143,5.96365,0.50588
Resized_26_0102.tif,ilm - isos,11.16743,6.55971,4.88100,0.43707
Resized_26_0103.tif,ilm - isos,11.58371,7.43386,5.29077,0.45674
Resized_26_0104.tif,ilm - isos,13.19600,8.86058,6.57407,0.49819
Resized_26_0105.tif,ilm - isos,13.41771,8.73028,6.68959,0.49856
Resized_26_0106.tif,ilm - isos,11.62400,6.44646,4.94106,0.42507
Resized_26_0107.tif,ilm - isos,12.32343,7.16399,5.43972,0.44141
Resized_26_0108.tif,ilm - isos,12.49400,7.54020,5.74417,0.45975
Resized_26_0109.tif,ilm - isos,12.21329,7.10088,5.29139,0.43325
Resized_26_0110.tif,ilm - isos,13.39600,7.91383,6.17648,0.46107
Resized_26_0111.tif,ilm - isos,13.55814,8.44752,6.61941,0.48822
Resized_26_0113.tif,ilm - isos,12.43843,7.88544,5.77906,0.46461
Resized_26_0114.tif,ilm - isos,13.09929,8.65680,6.08036,0.46417
Resized_26_0115.tif,ilm - isos,12.80329,6.66972,5.22566,0.40815
Resized_26_0116.tif,ilm - isos,11.33129,5.50879,4.40055,0.38835
Resized_26_0117.tif,ilm - isos,261.99986,23.27448,20.40754,0.07789
Resized_26_0118.tif,ilm - isos,11.85557,5.93633,4.77644,0.40289
Resized_26_0120.tif,ilm - isos,12.34314,5.74619,4.56347,0.36972
Resized_26_0121.tif,ilm - isos,248.37171,55.26678,33.42910,0.13459
Resized_26_0122.tif,ilm - isos,14.20429,8.92426,6.97842,0.49129
Resized_26_0123.tif,ilm - isos,13.25100,8.06244,6.13802,0.46321
Resized_26_0124.tif,ilm - isos,13.24300,7.83701,5.90052,0.44556
Resized_26_0125.tif,ilm - isos,14.07600,8.71743,6.46025,0.45895
Resized_26_0126.tif,ilm - isos,12.60129,6.95355,5.17918,0.41100
Resized_26_0127.tif,ilm - isos,13.80486,7.47272,5.77465,0.41831
Resized_26_0128.tif,ilm - isos,12.56300,6.34508,5.07616,0.40406
Resized_26_0129.tif,ilm - isos,13.19214,6.88609,5.21453,0.39528
Resized_26_0130.tif,ilm - isos,13.23600,7.49614,5.60341,0.42335
Resized_26_0131.tif,ilm - isos,13.21500,6.51251,5.20801,0.39410
Resized_26_0132.tif,ilm - isos,12.97171,5.88097,4.64053,0.35774
Resized_26_0133.tif,ilm - isos,12.21500,6.31872,4.72759,0.38703
Resized_26_0134.tif,ilm - isos,12.50486,6.77946,5.17567,0.41389
Resized_26_0135.tif,ilm - isos,12.88343,7.17842,5.30938,0.41211
Resized_26_0136.tif,ilm - isos,11.87400,5.71396,4.48494,0.37771
Resized_26_0137.tif,ilm - isos,12.91229,6.83249,5.39089,0.41750
Resized_26_0138.tif,ilm - isos,12.07543,5.44122,4.39869,0.36427
Resized_26_0139.tif,ilm - isos,12.36614,6.09233,4.74190,0.38346
Resized_26_0140.tif,ilm - isos,12.13029,5.88093,4.69169,0.38677
Resized_26_0141.tif,ilm - isos,12.85286,6.18411,4.91007,0.38202
Resized_26_0143.tif,ilm - isos,13.11729,7.21160,5.44382,0.41501
Resized_26_0144.tif,ilm - isos,13.98157,8.02773,5.98794,0.42827
Resized_26_0145.tif,ilm - isos,14.22629,8.63430,6.14460,0.43192
Resized_26_0146.tif,ilm - isos,13.74743,7.54103,5.74796,0.41811
Resized_26_0147.tif,ilm - isos,211.05529,103.44752,86.37295,0.40924
Resized_26_0149.tif,ilm - isos,13.40957,8.01237,5.79550,0.43219
Resized_26_0150.tif,ilm - isos,13.17200,8.39646,5.98959,0.45472
Resized_26_0151.tif,ilm - isos,14.51371,9.44274,6.95377,0.47912
Resized_26_0152.tif,ilm - isos,201.10243,111.88508,97.86252,0.48663
Resized_26_0153.tif,ilm - isos,12.85043,7.48973,5.69822,0.44343
Resized_26_0154.tif,ilm - isos,13.23143,7.52916,5.68308,0.42951
Resized_26_0155.tif,ilm - isos,198.62586,114.20346,101.78716,0.51246
Resized_26_0156.tif,ilm - isos,14.14757,7.64691,6.13517,0.43366
Resized_26_0157.tif,ilm - isos,15.43743,8.94648,6.84393,0.44333
Resized_26_0159.tif,ilm - isos,12.04843,5.83302,4.56950,0.37926
Resized_26_0160.tif,ilm - isos,184.98414,122.26171,114.34954,0.61816
Resized_26_0161.tif,ilm - isos,12.20386,6.31327,4.89847,0.40139
Resized_26_0162.tif,ilm - isos,13.37100,7.24687,5.53759,0.41415
Resized_26_0163.tif,ilm - isos,12.52914,7.26594,5.46920,0.43652
Resized_26_0164.tif,ilm - isos,12.25800,7.14636,5.33416,0.43516
Resized_26_0165.tif,ilm - isos,11.70557,5.88466,4.44784,0.37998
Resized_26_0166.tif,ilm - isos,12.10429,6.56833,4.88587,0.40365
Resized_26_0167.tif,ilm - isos,12.69071,6.51554,5.09553,0.40152
Resized_26_0169.tif,ilm - isos,11.28729,5.28303,4.15786,0.36837
Resized_26_0170.tif,ilm - isos,12.73943,6.55635,5.11048,0.40115
Resized_26_0171.tif,ilm - isos,13.17557,6.79766,5.27806,0.40059
Resized_26_0172.tif,ilm - isos,12.12871,6.33937,4.91014,0.40484
Resized_26_0173.tif,ilm - isos,12.83743,6.87505,5.33440,0.41554
Resized_26_0175.tif,ilm - isos,12.14557,6.18945,4.66533,0.38412
Resized_26_0176.tif,ilm - isos,12.85457,6.66484,5.16958,0.40216
Resized_26_0177.tif,ilm - isos,12.60214,6.39895,4.89945,0.38878
Resized_26_0178.tif,ilm - isos,165.60614,132.33369,129.45580,0.78171
Resized_26_0179.tif,ilm - isos,12.43114,7.02264,5.16295,0.41532
Resized_26_0180.tif,ilm - isos,12.08743,6.17033,4.65518,0.38513
Resized_26_0181.tif,ilm - isos,14.08971,8.19589,5.79858,0.41155
Resized_26_0182.tif,ilm - isos,14.48814,8.60396,6.50771,0.44917
Resized_26_0183.tif,ilm - isos,14.53000,8.46015,6.25985,0.43082
Resized_26_0184.tif,ilm - isos,13.14329,7.38626,5.68173,0.43229
Resized_26_0185.tif,ilm - isos,14.61257,9.16125,6.67996,0.45714
Resized_26_0186.tif,ilm - isos,15.70243,9.60569,6.96267,0.44341
Resized_26_0187.tif,ilm - isos,13.73500,7.60073,5.90338,0.42981
Resized_26_0188.tif,ilm - isos,15.39557,8.88239,6.57131,0.42683
Resized_26_0189.tif,ilm - isos,15.49729,8.11758,6.54939,0.42262
Resized_26_0190.tif,ilm - isos,14.63200,9.66671,6.60468,0.45139
Resized_26_0191.tif,ilm - isos,14.29443,8.45808,6.29557,0.44042
Resized_26_0192.tif,ilm - isos,13.27286,7.25280,5.58176,0.42054
Resized_26_0193.tif,ilm - isos,13.58314,7.26273,5.37014,0.39535
Resized_26_0194.tif,ilm - isos,13.18886,7.83229,5.98079,0.45347
Resized_26_0195.tif,ilm - isos,12.65586,6.13067,4.76471,0.37648
Resized_26_0196.tif,ilm - isos,12.25529,6.18620,4.64725,0.37920
Resized_26_0197.tif,ilm - isos,11.48486,6.77148,5.07790,0.44214
Resized_26_0198.tif,ilm - isos,14.28571,8.51653,6.45286,0.45170
Resized_26_0199.tif,ilm - isos,12.99514,7.27829,5.27378,0.40583
Resized_26_0201.tif,ilm - isos,11.86743,5.70004,4.30907,0.36310
Resized_26_0202.tif,ilm - isos,12.22414,7.20031,5.00712,0.40961
Resized_26_0203.tif,ilm - isos,13.74629,8.51248,5.97670,0.43479
Resized_26_0204.tif,ilm - isos,13.33957,8.86051,6.38375,0.47856
Resized_26_0205.tif,ilm - isos,13.65357,8.38198,5.83076,0.42705
Resized_26_0206.tif,ilm - isos,158.89929,130.60105,128.52282,0.80883
Resized_26_0207.tif,ilm - isos,14.17114,8.71831,6.72344,0.47445
Resized_26_0208.tif,ilm - isos,12.05471,6.85024,4.99087,0.41402
Resized_26_0209.tif,ilm - isos,12.98029,6.51580,5.04527,0.38869
Resized_26_0210.tif,ilm - isos,13.13371,7.58719,5.50724,0.41932
Resized_26_0212.tif,ilm - isos,12.49286,7.61023,5.51837,0.44172
Resized_26_0213.tif,ilm - isos,13.93171,7.88488,5.78145,0.41499
Resized_26_0214.tif,ilm - isos,13.39671,7.65389,5.87565,0.43859
Resized_26_0217.tif,ilm - isos,14.36271,9.37151,7.15597,0.49823
Resized_26_0218.tif,ilm - isos,13.46414,7.49101,5.58501,0.41481
Resized_26_0219.tif,ilm - isos,13.54086,8.58013,6.07614,0.44873
Resized_26_0222.tif,ilm - isos,12.57829,6.32000,4.59096,0.36499
Resized_26_0223.tif,ilm - isos,12.31129,6.44449,4.93545,0.40089
Resized_26_0224.tif,ilm - isos,12.43114,6.84301,5.17152,0.41601
Resized_26_0227.tif,ilm - isos,14.05214,8.37322,6.38961,0.45471
Resized_26_0228.tif,ilm - isos,13.73229,7.60618,5.71000,0.41581
Resized_26_0231.tif,ilm - isos,13.68429,7.88108,6.03795,0.44123
Resized_26_0232.tif,ilm - isos,14.51229,10.32755,7.43634,0.51242
Resized_26_0233.tif,ilm - isos,15.20129,9.55750,7.09855,0.46697
