image,layer,mean,sd,roughness_Ra,roughness_Ra1
Resized_36_0241.tif,ilm - isos,17.84064,11.88774,8.68422,0.48677
Resized_36_0242.tif,ilm - isos,14.84909,7.02170,5.57921,0.37573
Resized_36_0243.tif,ilm - isos,18.42169,10.13668,7.39876,0.40163
Resized_36_0244.tif,ilm - isos,17.71370,8.25096,6.49662,0.36676
Resized_36_0245.tif,ilm - isos,14.81164,6.72518,5.48205,0.37012
Resized_36_0247.tif,ilm - isos,15.34954,6.97969,5.55095,0.36164
Resized_36_0248.tif,ilm - isos,15.94041,8.04446,6.46828,0.40578
Resized_36_0249.tif,ilm - isos,15.53379,9.68897,7.00035,0.45065
Resized_36_0251.tif,ilm - isos,15.85753,9.13362,7.13553,0.44998
Resized_36_0252.tif,ilm - isos,17.31187,10.78209,7.68365,0.44384
Resized_36_0253.tif,ilm - isos,17.53973,11.59850,8.32487,0.47463
Resized_36_0254.tif,ilm - isos,16.37237,9.77175,7.27784,0.44452
Resized_36_0256.tif,ilm - isos,15.05365,7.51897,5.80800,0.38582
Resized_36_0257.tif,ilm - isos,14.19452,5.92235,4.70717,0.33162
Resized_36_0258.tif,ilm - isos,15.44932,7.51486,5.94371,0.38472
Resized_36_0259.tif,ilm - isos,15.17100,7.85343,6.24970,0.41195
Resized_36_0260.tif,ilm - isos,16.84680,9.82543,7.51145,0.44587
Resized_36_0261.tif,ilm - isos,15.50479,9.28810,6.98490,0.45050
Resized_36_0262.tif,ilm - isos,16.31347,10.94893,7.84288,0.48076
Resized_36_0263.tif,ilm - isos,14.44224,7.48036,5.62302,0.38935
Resized_36_0264.tif,ilm - isos,15.52740,9.41235,6.73122,0.43351
Resized_36_0265.tif,ilm - isos,15.63973,8.36654,6.38444,0.40822
Resized_36_0266.tif,ilm - isos,14.41050,7.24966,5.71628,0.39667
Resized_36_0268.tif,ilm - isos,14.85228,7.08664,5.73180,0.38592
Resized_36_0269.tif,ilm - isos,15.59269,8.49130,6.37984,0.40916
Resized_36_0270.tif,ilm - isos,13.25000,6.47032,5.01313,0.37835
Resized_36_0271.tif,ilm - isos,13.91187,6.07109,4.89894,0.35214
Resized_36_0272.tif,ilm - isos,14.27329,7.04771,5.50163,0.38545
Resized_36_0273.tif,ilm - isos,13.32420,6.92760,5.27160,0.39564
Resized_36_0274.tif,ilm - isos,12.82032,6.45705,5.14728,0.40149
Resized_36_0275.tif,ilm - isos,11.86849,5.78108,4.43689,0.37384
Resized_36_0276.tif,ilm - isos,13.69384,6.21364,5.05190,0.36892
Resized_36_0277.tif,ilm - isos,14.05183,7.15504,5.64255,0.40155
Resized_36_0278.tif,ilm - isos,12.74886,6.82632,5.17120,0.40562
Resized_36_0279.tif,ilm - isos,13.72078,7.22846,5.31775,0.38757
Resized_36_0280.tif,ilm - isos,14.75388,9.37563,6.91434,0.46865
Resized_36_0283.tif,ilm - isos,15.62763,8.64569,6.80105,0.43519
Resized_36_0284.tif,ilm - isos,14.71187,8.33061,6.42697,0.43686
Resized_36_0285.tif,ilm - isos,14.57922,7.77186,6.18417,0.42418
Resized_36_0286.tif,ilm - isos,17.05845,9.76129,6.88782,0.40378
Resized_36_0287.tif,ilm - isos,15.55251,8.61462,6.60031,0.42439
Resized_36_0288.tif,ilm - isos,16.45936,9.00721,6.76863,0.41123
Resized_36_0289.tif,ilm - isos,16.19772,8.58371,6.60886,0.40801
Resized_36_0290.tif,ilm - isos,15.57420,8.21776,6.47171,0.41554
Resized_36_0291.tif,ilm - isos,17.50936,10.66114,8.43996,0.48203
Resized_36_0292.tif,ilm - isos,16.40548,9.43288,7.13350,0.43482
Resized_36_0293.tif,ilm - isos,15.97283,9.85244,7.29341,0.45661
Resized_36_0294.tif,ilm - isos,14.56301,6.79043,5.51680,0.37882
Resized_36_0295.tif,ilm - isos,14.02580,6.99548,5.53338,0.39451
Resized_36_0296.tif,ilm - isos,16.01826,7.57489,5.86240,0.36598
Resized_36_0297.tif,ilm - isos,15.09840,7.62714,5.96987,0.39540
Resized_36_0298.tif,ilm - isos,16.31484,7.63157,6.02118,0.36906
Resized_36_0299.tif,ilm - isos,17.16073,8.78407,6.76702,0.39433
Resized_36_0300.tif,ilm - isos,16.45091,7.89490,6.47476,0.39358
Resized_36_0301.tif,ilm - isos,16.89247,9.14098,7.31603,0.43309
Resized_36_0302.tif,ilm - isos,15.34292,8.43455,6.65521,0.43376
Resized_36_0303.tif,ilm - isos,17.85639,8.88698,6.83395,0.38272
Resized_36_0304.tif,ilm - isos,15.13402,8.56372,6.79422,0.44894
Resized_36_0305.tif,ilm - isos,13.91461,6.45394,5.22020,0.37516
Resized_36_0306.tif,ilm - isos,13.35183,6.51789,5.18067,0.38801
Resized_36_0307.tif,ilm - isos,14.41438,8.88272,5.81222,0.40322
Resized_36_0309.tif,ilm - isos,18.28881,9.58480,7.30628,0.39949
Resized_36_0310.tif,ilm - isos,15.83265,7.80158,6.09950,0.38525
Resized_36_0311.tif,ilm - isos,17.19315,10.41773,8.20942,0.47748
Resized_36_0312.tif,ilm - isos,16.52055,10.68769,7.92205,0.47953
Resized_36_0313.tif,ilm - isos,19.32603,12.99576,10.16272,0.52586
Resized_36_0314.tif,ilm - isos,16.40799,10.67616,7.97659,0.48614
Resized_36_0315.tif,ilm - isos,16.02192,8.52456,6.49422,0.40533
Resized_36_0316.tif,ilm - isos,17.46986,9.98918,7.52084,0.43050
Resized_41_0002.tif,ilm - isos,22.55801,7.34079,5.76781,0.25569
Resized_41_0004.tif,ilm - isos,22.57075,6.98037,5.44023,0.24103
Resized_41_0005.tif,ilm - isos,21.87337,7.66112,5.96356,0.27264
Resized_41_0006.tif,ilm - isos,21.01029,7.08624,5.59045,0.26608
Resized_41_0007.tif,ilm - isos,20.90637,7.70980,6.21718,0.29738
Resized_41_0008.tif,ilm - isos,18.80033,7.95142,6.61395,0.35180
Resized_41_0009.tif,ilm - isos,21.64804,7.89533,6.18560,0.28573
Resized_41_0010.tif,ilm - isos,22.36797,7.49962,5.73301,0.25630
Resized_41_0011.tif,ilm - isos,23.67386,8.33912,6.50820,0.27491
Resized_41_0012.tif,ilm - isos,21.90686,8.15000,6.42956,0.29350
Resized_41_0014.tif,ilm - isos,21.71879,9.31435,7.68443,0.35381
Resized_41_0017.tif,ilm - isos,21.55686,9.15912,7.20931,0.33443
Resized_41_0018.tif,ilm - isos,20.86373,8.35896,6.65123,0.31879
Resized_41_0019.tif,ilm - isos,23.08971,8.86069,6.63872,0.28752
Resized_41_0020.tif,ilm - isos,21.31307,8.32948,6.60421,0.30987
Resized_41_0025.tif,ilm - isos,22.06078,10.63332,8.03125,0.36405
Resized_41_0026.tif,ilm - isos,20.56765,8.51902,6.88911,0.33495
Resized_41_0027.tif,ilm - isos,22.93039,8.78361,6.93202,0.30231
Resized_41_0028.tif,ilm - isos,19.90703,9.18145,7.41880,0.37267
Resized_41_0029.tif,ilm - isos,20.28873,10.13371,8.11703,0.40008
Resized_41_0030.tif,ilm - isos,20.70801,10.36607,8.12557,0.39239
Resized_41_0031.tif,ilm - isos,23.57451,10.64510,8.20658,0.34811
Resized_41_0032.tif,ilm - isos,19.38546,10.67767,8.78244,0.45304
Resized_41_0033.tif,ilm - isos,18.00229,10.31143,8.68180,0.48226
Resized_41_0034.tif,ilm - isos,18.67908,11.29365,9.62158,0.51510
Resized_41_0035.tif,ilm - isos,19.46765,12.09741,9.89936,0.50850
Resized_41_0036.tif,ilm - isos,19.32386,10.32473,8.41845,0.43565
Resized_41_0037.tif,ilm - isos,14.99788,9.16347,7.93753,0.52924
Resized_41_0038.tif,ilm - isos,20.34673,12.13516,9.87057,0.48512
Resized_41_0039.tif,ilm - isos,19.20310,12.85411,9.71992,0.50616
Resized_41_0040.tif,ilm - isos,21.55098,11.73731,8.64530,0.40116
Resized_41_0041.tif,ilm - isos,21.69265,11.43467,9.10969,0.41994
Resized_41_0042.tif,ilm - isos,20.14101,9.57483,7.59969,0.37732
Resized_41_0043.tif,ilm - isos,21.97369,9.75919,7.74730,0.35257
Resized_41_0044.tif,ilm - isos,23.66405,11.13749,8.57000,0.36215
Resized_41_0045.tif,ilm - isos,20.67761,10.59340,8.89827,0.43033
Resized_41_0047.tif,ilm - isos,22.96732,10.06038,7.98792,0.34780
Resized_41_0048.tif,ilm - isos,20.66895,10.96853,8.99079,0.43499
Resized_41_0049.tif,ilm - isos,21.41389,9.82546,8.15612,0.38088
Resized_41_0050.tif,ilm - isos,23.20605,9.92205,7.99299,0.34444
Resized_41_0051.tif,ilm - isos,22.63203,9.89566,8.09463,0.35766
Resized_41_0052.tif,ilm - isos,21.44788,9.79251,7.76474,0.36203
Resized_41_0053.tif,ilm - isos,21.79690,9.93490,8.15234,0.37401
Resized_41_0054.tif,ilm - isos,23.02745,9.27305,7.34122,0.31880
Resized_41_0055.tif,ilm - isos,21.68546,10.67268,8.66820,0.39972
Resized_41_0056.tif,ilm - isos,19.49085,9.67872,7.84606,0.40255
Resized_41_0057.tif,ilm - isos,18.35801,10.62107,8.91645,0.48570
Resized_41_0058.tif,ilm - isos,21.90752,10.61149,8.85857,0.40436
Resized_41_0059.tif,ilm - isos,22.39428,11.67441,9.59128,0.42829
Resized_41_0060.tif,ilm - isos,20.07484,10.98054,8.75576,0.43616
Resized_41_0061.tif,ilm - isos,24.77827,11.58886,9.35603,0.37759
Resized_41_0062.tif,ilm - isos,22.52190,10.64634,8.52590,0.37856
Resized_41_0063.tif,ilm - isos,23.10686,10.21992,8.30064,0.35923
Resized_41_0064.tif,ilm - isos,19.67565,11.07863,9.40503,0.47800
Resized_41_0065.tif,ilm - isos,23.09706,11.01889,8.87682,0.38433
Resized_41_0066.tif,ilm - isos,19.85131,10.97091,8.93731,0.45021
Resized_41_0067.tif,ilm - isos,22.58333,9.90152,7.95629,0.35231
Resized_41_0068.tif,ilm - isos,23.73791,9.28196,7.24230,0.30509
Resized_41_0069.tif,ilm - isos,23.73431,10.13304,7.86438,0.33135
Resized_41_0070.tif,ilm - isos,21.44314,10.27795,8.32964,0.38845
Resized_41_0071.tif,ilm - isos,21.95735,11.29555,9.13892,0.41621
Resized_41_0073.tif,ilm - isos,24.43709,10.55032,8.03761,0.32891
Resized_41_0074.tif,ilm - isos,22.93268,10.06289,7.96178,0.34718
Resized_41_0075.tif,ilm - isos,24.24706,9.95373,7.76104,0.32008
Resized_41_0076.tif,ilm - isos,24.20964,12.33455,10.04462,0.41490
Resized_41_0077.tif,ilm - isos,23.62925,12.43590,9.77410,0.41364
Resized_41_0078.tif,ilm - isos,21.39150,10.05578,8.13473,0.38028
Resized_41_0079.tif,ilm - isos,25.02582,11.08737,8.78677,0.35111
Resized_41_0080.tif,ilm - isos,22.52157,10.88406,8.75956,0.38894
Resized_41_0081.tif,ilm - isos,25.22124,11.68049,9.35824,0.37105
Resized_41_0082.tif,ilm - isos,25.72925,10.22800,7.94645,0.30885
Resized_41_0083.tif,ilm - isos,23.86225,10.24205,7.85197,0.32905
Resized_41_0084.tif,ilm - isos,21.86127,9.87221,8.12972,0.37188
Resized_41_0085.tif,ilm - isos,25.20850,9.19079,7.29595,0.28942
Resized_41_0086.tif,ilm - isos,22.18824,10.39087,8.31418,0.37471
Resized_41_0087.tif,ilm - isos,22.45735,10.54685,8.46011,0.37672
Resized_41_0088.tif,ilm - isos,20.96095,10.48581,8.51929,0.40644
Resized_41_0089.tif,ilm - isos,22.68758,9.85972,7.84534,0.34580
Resized_41_0090.tif,ilm - isos,22.74624,9.03574,6.96186,0.30607
Resized_41_0091.tif,ilm - isos,22.91667,9.27532,6.98761,0.30491
Resized_41_0092.tif,ilm - isos,21.91258,7.97629,6.17371,0.28174
Resized_41_0093.tif,ilm - isos,20.45229,9.03819,7.15578,0.34988
Resized_41_0094.tif,ilm - isos,22.81046,10.07671,8.00798,0.35107
Resized_41_0095.tif,ilm - isos,22.85588,9.14933,6.97692,0.30526
Resized_41_0096.tif,ilm - isos,20.24199,10.16922,8.38370,0.41417
Resized_41_0097.tif,ilm - isos,23.09134,10.24011,8.13663,0.35237
Resized_41_0098.tif,ilm - isos,24.52026,10.17744,7.79230,0.31779
Resized_41_0099.tif,ilm - isos,21.41013,10.38588,8.38385,0.39158
Resized_41_0100.tif,ilm - isos,21.76127,8.59792,6.75984,0.31064
Resized_41_0101.tif,ilm - isos,21.53578,10.17336,8.18346,0.37999
Resized_41_0102.tif,ilm - isos,23.32516,10.35202,8.12917,0.34852
Resized_41_0103.tif,ilm - isos,25.02402,9.84446,7.78363,0.31105
Resized_41_0105.tif,ilm - isos,24.95735,10.36178,8.20113,0.32861
Resized_41_0106.tif,ilm - isos,21.32500,9.66988,7.58100,0.35550
Resized_41_0107.tif,ilm - isos,22.80752,9.12786,7.20404,0.31586
Resized_41_0108.tif,ilm - isos,24.47533,10.66700,8.17253,0.33391
Resized_41_0109.tif,ilm - isos,23.85163,11.06044,9.02057,0.37820
Resized_41_0110.tif,ilm - isos,24.69542,10.40513,8.13548,0.32943
Resized_41_0111.tif,ilm - isos,22.52271,10.70052,8.67745,0.38528
Resized_41_0112.tif,ilm - isos,25.78415,10.16745,8.07999,0.31337
Resized_41_0113.tif,ilm - isos,24.44788,10.57783,8.08769,0.33081
Resized_41_0114.tif,ilm - isos,22.61454,10.90481,8.35924,0.36964
Resized_41_0115.tif,ilm - isos,23.26503,8.86386,7.04723,0.30291
Resized_41_0116.tif,ilm - isos,23.27663,8.09351,6.44196,0.27676
Resized_41_0117.tif,ilm - isos,22.46275,9.16429,7.27752,0.32398
Resized_41_0118.tif,ilm - isos,22.98170,9.06810,7.19255,0.31297
Resized_41_0119.tif,ilm - isos,20.75425,9.70635,7.67847,0.36997
Resized_41_0120.tif,ilm - isos,22.76062,8.68499,6.56433,0.28841
Resized_41_0121.tif,ilm - isos,21.31454,7.99897,6.38320,0.29948
Resized_41_0122.tif,ilm - isos,23.33856,7.95736,6.12035,0.26224
Resized_41_0123.tif,ilm - isos,20.05556,9.08169,7.15038,0.35653
Resized_41_0124.tif,ilm - isos,24.17304,8.39964,6.25640,0.25882
Resized_41_0125.tif,ilm - isos,19.49951,9.52169,7.56459,0.38794
Resized_41_0126.tif,ilm - isos,23.08464,8.66336,6.61503,0.28656
Resized_41_0127.tif,ilm - isos,22.25523,9.58590,7.34532,0.33005
Resized_41_0128.tif,ilm - isos,20.98938,9.02368,7.23930,0.34490
Resized_41_0130.tif,ilm - isos,21.18105,10.16589,7.64555,0.36096
Resized_41_0131.tif,ilm - isos,23.16373,9.89434,7.74175,0.33422
Resized_41_0132.tif,ilm - isos,24.02222,10.02042,7.48418,0.31155
Resized_41_0133.tif,ilm - isos,27.25000,10.06355,7.60498,0.27908
Resized_41_0134.tif,ilm - isos,25.68268,10.13167,7.90277,0.30771
Resized_41_0135.tif,ilm - isos,24.23154,9.84557,7.32978,0.30249
Resized_41_0136.tif,ilm - isos,24.30000,9.63550,7.21569,0.29694
Resized_41_0137.tif,ilm - isos,22.08954,7.96754,6.02593,0.27280
Resized_41_0138.tif,ilm - isos,22.55098,8.39129,6.43284,0.28526
Resized_41_0139.tif,ilm - isos,22.44739,7.67623,5.99370,0.26701
Resized_41_0140.tif,ilm - isos,21.84069,8.98238,7.17382,0.32846
Resized_41_0141.tif,ilm - isos,23.41912,8.58949,6.39423,0.27303
Resized_41_0142.tif,ilm - isos,23.95523,8.69125,6.70267,0.27980
Resized_41_0143.tif,ilm - isos,23.37435,8.45440,6.64457,0.28427
Resized_41_0144.tif,ilm - isos,22.16732,8.65649,6.84057,0.30859
Resized_41_0145.tif,ilm - isos,24.71699,9.39531,7.16601,0.28992
Resized_41_0146.tif,ilm - isos,22.57320,8.38597,6.78118,0.30041
Resized_41_0148.tif,ilm - isos,22.46078,9.51673,7.33485,0.32656
Resized_41_0149.tif,ilm - isos,26.75556,11.03780,8.35073,0.31211
Resized_41_0150.tif,ilm - isos,24.96242,11.93675,8.78820,0.35206
Resized_41_0151.tif,ilm - isos,27.66389,13.18334,9.35244,0.33807
Resized_41_0152.tif,ilm - isos,21.88791,10.33398,8.18229,0.37383
Resized_41_0153.tif,ilm - isos,26.10817,12.97661,8.63531,0.33075
Resized_41_0154.tif,ilm - isos,25.04592,13.00790,9.66554,0.38591
Resized_41_0156.tif,ilm - isos,28.38644,11.38076,8.45551,0.29787
Resized_41_0157.tif,ilm - isos,25.77255,12.01752,8.65855,0.33596
Resized_41_0158.tif,ilm - isos,25.23529,9.20853,7.09123,0.28100
Resized_41_0159.tif,ilm - isos,24.82598,9.81252,7.55355,0.30426
Resized_41_0160.tif,ilm - isos,22.72974,9.92020,7.55858,0.33254
Resized_41_0161.tif,ilm - isos,24.17157,9.72651,7.40168,0.30621
Resized_41_0162.tif,ilm - isos,24.52974,10.93226,8.37392,0.34138
Resized_41_0163.tif,ilm - isos,24.39297,10.61635,8.21985,0.33698
Resized_41_0164.tif,ilm - isos,23.70065,11.34711,9.01928,0.38055
Resized_41_0165.tif,ilm - isos,25.03301,11.05151,8.44463,0.33734
Resized_41_0166.tif,ilm - isos,23.19788,10.63176,8.37109,0.36086
Resized_41_0167.tif,ilm - isos,23.83203,11.23738,8.84554,0.37116
Resized_41_0168.tif,ilm - isos,23.81291,10.32987,7.85182,0.32973
Resized_41_0169.tif,ilm - isos,23.37598,10.06194,7.67245,0.32822
Resized_41_0170.tif,ilm - isos,26.31961,11.11956,8.69894,0.33051
Resized_41_0172.tif,ilm - isos,25.85523,12.07279,9.57928,0.37050
Resized_41_0174.tif,ilm - isos,22.14967,11.88972,8.80697,0.39761
Resized_41_0176.tif,ilm - isos,24.50441,9.12582,7.34810,0.29987
Resized_41_0177.tif,ilm - isos,25.56111,11.78822,8.97810,0.35124
Resized_41_0178.tif,ilm - isos,26.27843,12.83942,9.92120,0.37754
Resized_41_0179.tif,ilm - isos,24.35605,8.89551,6.78470,0.27856
Resized_41_0180.tif,ilm - isos,22.22794,9.67128,7.49032,0.33698
Resized_41_0181.tif,ilm - isos,21.92908,8.99477,7.03804,0.32095
Resized_41_0182.tif,ilm - isos,21.98464,8.27629,6.13035,0.27885
Resized_41_0183.tif,ilm - isos,21.20212,8.29120,6.31640,0.29791
Resized_41_0187.tif,ilm - isos,21.78203,9.84969,7.55532,0.34686
Resized_41_0188.tif,ilm - isos,25.29559,12.60137,10.28096,0.40643
Resized_41_0189.tif,ilm - isos,21.71324,10.56156,8.08771,0.37248
Resized_41_0190.tif,ilm - isos,25.75147,11.30312,8.91021,0.34601
Resized_41_0193.tif,ilm - isos,21.95850,10.53252,8.22936,0.37477
Resized_41_0194.tif,ilm - isos,23.10000,10.14150,7.97062,0.34505
Resized_41_0195.tif,ilm - isos,23.43431,9.72237,7.51586,0.32072
Resized_41_0197.tif,ilm - isos,24.33186,9.69277,7.61510,0.31297
Resized_41_0198.tif,ilm - isos,22.60261,9.07408,7.36851,0.32600
Resized_41_0199.tif,ilm - isos,24.60245,9.41606,7.40789,0.30110
Resized_41_0201.tif,ilm - isos,23.73529,10.69768,8.49443,0.35788
Resized_41_0202.tif,ilm - isos,22.60212,10.42123,8.50162,0.37614
Resized_41_0203.tif,ilm - isos,23.03725,9.41819,7.61978,0.33076
Resized_41_0205.tif,ilm - isos,21.55768,9.39472,7.38736,0.34268
Resized_41_0208.tif,ilm - isos,23.15212,11.76109,8.85352,0.38241
Resized_41_0210.tif,ilm - isos,23.98333,12.18622,9.33288,0.38914
Resized_41_0211.tif,ilm - isos,24.41324,12.72350,9.55425,0.39136
Resized_41_0213.tif,ilm - isos,22.37516,11.73749,9.35002,0.41787
Resized_41_0214.tif,ilm - isos,21.00964,11.43602,9.38617,0.44676
Resized_41_0215.tif,ilm - isos,23.85229,14.37675,11.32579,0.47483
Resized_41_0217.tif,ilm - isos,24.12010,12.80062,8.67621,0.35971
Resized_41_0221.tif,ilm - isos,24.96422,12.26189,9.90304,0.39669
Resized_41_0222.tif,ilm - isos,25.17941,11.67152,8.59180,0.34122
Resized_41_0223.tif,ilm - isos,21.52353,11.23285,8.70783,0.40457
Resized_41_0224.tif,ilm - isos,23.40033,11.09381,8.60193,0.36760
Resized_41_0225.tif,ilm - isos,22.05752,9.70432,7.59498,0.34433
Resized_41_0226.tif,ilm - isos,22.83824,9.83106,7.73231,0.33857
Resized_41_0227.tif,ilm - isos,22.88595,10.57173,7.99757,0.34945
Resized_41_0228.tif,ilm - isos,22.57565,10.37223,8.10923,0.35920
Resized_41_0229.tif,ilm - isos,23.73186,10.72239,7.86176,0.33127
Resized_41_0230.tif,ilm - isos,21.61029,10.07598,7.71116,0.35683
Resized_41_0232.tif,ilm - isos,24.80458,10.59339,8.28716,0.33410
Resized_41_0233.tif,ilm - isos,21.58856,9.57265,7.57039,0.35067
Resized_41_0234.tif,ilm - isos,26.34118,12.08861,9.74411,0.36992
Resized_41_0235.tif,ilm - isos,25.97974,10.10194,7.81564,0.30084
Resized_41_0236.tif,ilm - isos,24.45049,12.27254,9.67623,0.39575
Resized_41_0238.tif,ilm - isos,22.15833,7.35271,5.85939,0.26443
Resized_41_0239.tif,ilm - isos,21.77435,8.54672,6.62900,0.30444
Resized_41_0241.tif,ilm - isos,22.90180,8.96819,7.03489,0.30718
Resized_41_0242.tif,ilm - isos,23.60833,8.97091,7.04297,0.29833
Resized_41_0243.tif,ilm - isos,21.78382,9.51500,7.45638,0.34229
Resized_41_0244.tif,ilm - isos,23.86585,10.11755,7.86524,0.32956
Resized_41_0245.tif,ilm - isos,20.45474,10.35689,7.94557,0.38845
Resized_41_0246.tif,ilm - isos,23.52026,10.49287,8.19890,0.34859
Resized_41_0247.tif,ilm - isos,20.54183,9.13389,7.47528,0.36391
Resized_41_0249.tif,ilm - isos,22.53105,10.34213,8.11676,0.36025
Resized_41_0250.tif,ilm - isos,22.21879,9.49993,7.55602,0.34007
Resized_41_0253.tif,ilm - isos,21.75408,9.43129,7.21719,0.33176
Resized_41_0254.tif,ilm - isos,21.08480,9.12599,7.27194,0.34489
Resized_41_0256.tif,ilm - isos,20.70817,9.53200,7.55222,0.36470
Resized_41_0259.tif,ilm - isos,23.49085,10.22813,7.74332,0.32963
Resized_41_0260.tif,ilm - isos,23.45866,11.16696,9.06999,0.38664
Resized_41_0262.tif,ilm - isos,20.21993,10.84061,8.81546,0.43598
Resized_41_0263.tif,ilm - isos,22.18644,11.35295,9.23913,0.41643
Resized_41_0264.tif,ilm - isos,22.94003,11.36479,9.33743,0.40704
Resized_41_0265.tif,ilm - isos,23.35948,10.06015,8.17252,0.34986
Resized_41_0266.tif,ilm - isos,21.75490,10.35977,8.56981,0.39393
Resized_41_0267.tif,ilm - isos,21.15882,8.81663,6.94874,0.32841
Resized_41_0268.tif,ilm - isos,22.03627,10.45581,8.23275,0.37360
Resized_41_0269.tif,ilm - isos,21.67876,11.97967,9.51258,0.43880
Resized_41_0270.tif,ilm - isos,20.25539,9.83967,7.86630,0.38836
Resized_41_0272.tif,ilm - isos,20.71618,9.73274,7.77423,0.37527
Resized_41_0273.tif,ilm - isos,19.20719,9.98940,7.82174,0.40723
Resized_41_0274.tif,ilm - isos,19.07484,8.80984,7.17413,0.37610
Resized_41_0275.tif,ilm - isos,21.38840,9.53724,7.17914,0.33566
Resized_41_0276.tif,ilm - isos,19.91781,8.89741,6.95587,0.34923
Resized_41_0277.tif,ilm - isos,23.81520,9.96805,7.78466,0.32688
Resized_41_0278.tif,ilm - isos,25.25000,13.02687,9.24502,0.36614
Resized_41_0279.tif,ilm - isos,26.55180,12.22836,9.11028,0.34311
Resized_41_0280.tif,ilm - isos,23.04542,9.46713,7.09248,0.30776
Resized_41_0281.tif,ilm - isos,23.70229,11.14818,9.04286,0.38152
Resized_41_0282.tif,ilm - isos,20.87908,10.50996,8.54591,0.40930
Resized_41_0283.tif,ilm - isos,21.18186,9.55219,7.61915,0.35970
Resized_41_0284.tif,ilm - isos,22.15752,10.48622,8.31352,0.37520
Resized_41_0285.tif,ilm - isos,21.53742,11.13177,8.89716,0.41310
Resized_41_0286.tif,ilm - isos,21.42124,9.87702,7.98101,0.37257
Resized_41_0287.tif,ilm - isos,22.23399,8.12445,6.42666,0.28905
Resized_41_0288.tif,ilm - isos,22.79216,10.26897,8.08448,0.35470
Resized_41_0289.tif,ilm - isos,19.99167,9.49114,7.41200,0.37075
Resized_41_0290.tif,ilm - isos,22.26683,9.58942,7.31671,0.32859
Resized_41_0291.tif,ilm - isos,23.08366,10.36298,8.49313,0.36793
Resized_41_0292.tif,ilm - isos,20.37010,9.14416,7.21577,0.35423
Resized_41_0293.tif,ilm - isos,20.91176,9.97313,7.66317,0.36645
Resized_41_0294.tif,ilm - isos,18.89559,9.25632,7.45198,0.39438
Resized_41_0295.tif,ilm - isos,21.08448,10.03349,8.00246,0.37954
Resized_41_0296.tif,ilm - isos,20.31993,9.27643,7.22779,0.35570
Resized_41_0297.tif,ilm - isos,18.27190,9.86940,7.92173,0.43355
Resized_41_0298.tif,ilm - isos,19.73742,8.44804,6.65202,0.33703
Resized_41_0299.tif,ilm - isos,20.33905,8.05967,6.48514,0.31885
Resized_41_0300.tif,ilm - isos,19.72941,8.44743,6.70887,0.34004
Resized_41_0301.tif,ilm - isos,19.93791,10.32964,8.62640,0.43266
Resized_41_0302.tif,ilm - isos,19.08824,10.11802,8.07082,0.42282
Resized_41_0303.tif,ilm - isos,19.15605,10.56048,8.39520,0.43825
Resized_41_0304.tif,ilm - isos,23.26683,10.62723,7.94079,0.34129
Resized_41_0305.tif,ilm - isos,22.33971,9.04794,6.94037,0.31067
Resized_41_0306.tif,ilm - isos,21.06487,11.63412,8.93481,0.42416
Resized_41_0307.tif,ilm - isos,24.36748,11.05833,8.40337,0.34486
Resized_41_0308.tif,ilm - isos,22.28317,10.41337,8.50603,0.38172
Resized_41_0309.tif,ilm - isos,21.99673,10.84507,8.61875,0.39182
Resized_41_0310.tif,ilm - isos,20.41454,10.81780,8.52037,0.41737
Resized_41_0311.tif,ilm - isos,25.82810,13.05038,10.11075,0.39146
Resized_41_0312.tif,ilm - isos,23.53023,10.50562,7.82129,0.33239
Resized_41_0313.tif,ilm - isos,23.53121,10.61229,7.95474,0.33805
Resized_41_0314.tif,ilm - isos,22.04412,9.99032,7.85290,0.35624
Resized_41_0315.tif,ilm - isos,21.32418,8.34887,6.67481,0.31302
Resized_41_0316.tif,ilm - isos,20.05997,9.49607,7.80317,0.38899
Resized_46_0000.tif,ilm - isos,28.22753,10.55782,8.51477,0.30165
Resized_46_0001.tif,ilm - isos,26.92065,11.29125,8.98385,0.33372
Resized_46_0002.tif,ilm - isos,27.96336,10.78998,8.26180,0.29545
Resized_46_0003.tif,ilm - isos,30.19008,10.00733,7.73900,0.25634
Resized_46_0004.tif,ilm - isos,29.51903,9.34839,7.00108,0.23717
Resized_46_0005.tif,ilm - isos,30.82955,9.80594,7.24330,0.23495
Resized_46_0006.tif,ilm - isos,28.45466,8.73022,6.35027,0.22317
Resized_46_0007.tif,ilm - isos,28.08158,10.03525,7.39775,0.26344
Resized_46_0008.tif,ilm - isos,28.97571,8.39022,6.36616,0.21971
Resized_46_0009.tif,ilm - isos,31.30911,8.80673,6.77979,0.21654
Resized_46_0010.tif,ilm - isos,33.71700,10.98775,8.37973,0.24853
Resized_46_0011.tif,ilm - isos,32.12227,11.79435,9.28365,0.28901
Resized_46_0012.tif,ilm - isos,30.73441,11.08020,8.41811,0.27390
Resized_46_0013.tif,ilm - isos,31.62611,9.52987,7.57112,0.23939
Resized_46_0014.tif,ilm - isos,29.90040,12.28310,9.94006,0.33244
Resized_46_0016.tif,ilm - isos,30.16316,10.22580,7.39497,0.24517
Resized_46_0017.tif,ilm - isos,28.99615,12.37876,9.59729,0.33098
Resized_46_0018.tif,ilm - isos,25.84656,10.68172,8.55290,0.33091
